cellName,fusionPresent_bool
P5_B003642,0
D8_1001000408,0
D20_B003894,0
L8_B001627,0
K20_1001000408,0
O1_B003067,0
P10_B001556,0
B22_B003775,0
H17_B001475,0
F9_B003777,0
I3_B001799,0
F12_B003126,0
C13_B003522,0
C10_B003121,0
D6_1001000407,0
H20_B002073,0
J22_B003187,0
A7_B003577,0
M6_B001608,0
I1_B001797,0
C9_B002078,0
N7_1001000408,0
N7_B001608,0
G13_B003527,0
I12_1001000409,0
N14_B003046,0
E7_B003523,0
E20_B002573,0
D12_B003120,0
D9_B002073,0
H14_1001000339,0
P14_B003656,0
C1_B003528,0
J1_B003642,0
K4_B001008,0
D2_1001000295,0
H3_B000870,0
N20_B000274,0
H21_B002074,0
L17_B003529,0
I7_B003132,0
C18_B003577,0
I1_B003129,0
B9_1001000329,0
F4_B002572,0
P9_B000419,0
K21_B001008,0
I1_B003522,0
J15_1001000407,0
L8_B003117,0
D8_1001000410,0
H5_B003646,0
J9_B003132,0
G7_B003113,0
E2_1001000298,0
H7_B001545,0
H22_B003093,0
G17_1001000407,0
E19_B003776,0
O15_B003588,0
K14_B003113,0
G21_B003775,0
D13_B003121,0
J18_B003894,0
B12_B003093,0
F22_B000274,0
I9_B003518,0
J7_1001000408,0
I21_B003115,0
P14_B002073,0
L3_B001464,0
N19_1001000339,0
E9_B003048,0
C15_B003528,0
M16_B003097,0
I5_B003920,0
L18_B003048,0
B13_B003647,0
L3_B002078,0
H6_1001000298,0
H8_B003528,0
J20_B003115,0
G4_1001000408,0
I3_B001464,0
H11_B003648,0
J7_B001016,0
E5_B003191,0
F11_B003894,0
C3_1001000340,0
D4_B003527,0
J21_1001000412,0
H5_1001000327,0
E9_B003187,0
F5_B001464,0
C15_B003093,0
C19_B003121,0
G11_1001000299,0
M1_B000260,0
O18_1001000409,0
P15_B000861,0
M21_B003646,0
L19_1001000409,0
E1_B003776,0
A21_B003187,0
C21_B002571,0
C14_B003126,0
J7_B003126,0
A14_B003523,0
G4_1001000409,0
I1_B001008,0
B19_B003528,0
P11_B001608,0
J5_B003126,0
C14_B001016,0
H4_B003115,0
J3_B002074,0
B7_1001000409,0
C10_B003643,0
L4_B003125,0
B10_B003126,0
N1_B001008,0
C9_1001000315,0
A22_B000863,0
I12_1001000412,0
H6_B003048,0
M22_B003125,0
A18_B001475,0
E10_B003115,0
F3_B003658,0
K6_B002073,0
A5_1001000297,0
L10_B003071,0
C15_B003097,0
K19_B000420,0
N22_B003115,0
M13_B003777,0
F10_B003659,0
D6_B003523,0
C5_B003647,0
M2_B003187,0
G22_B003658,0
M14_1001000407,0
P22_B003775,0
P13_B003648,0
D7_B001545,0
D13_B003115,0
J17_B003659,0
C7_1001000408,0
M10_B001474,0
O18_B002073,0
L10_B003659,0
L12_B003577,0
N4_B003777,0
F10_B003125,0
B20_B003121,0
H18_B001556,0
A15_B003776,0
K20_B003126,0
J22_1001000409,0
F9_B003119,0
C7_B003117,0
P10_B001016,0
B5_B001470,0
G5_1001000296,0
D12_B003115,0
J4_B002097,0
H21_B000862,0
E22_B000862,0
K17_B002074,0
M9_B000863,0
H11_B000863,0
B21_B003588,0
K4_B003643,0
A3_1001000296,0
E3_B002573,0
A1_1001000295,0
N12_B000862,0
F1_1001000408,0
B2_B001470,0
C1_B001798,0
B21_B001470,0
L15_B003113,0
L7_B003119,0
E22_B003129,0
H4_B003528,0
A3_B002074,0
D10_B003115,0
P7_B003648,0
D8_B003132,0
I2_1001000408,0
P12_1001000407,0
M1_B003048,0
N1_B000862,0
M18_B001556,0
H1_B000862,0
G18_B003120,0
D16_1001000339,0
G6_B002571,0
F6_1001000294,0
M16_B003577,0
M15_B001543,0
K18_B001556,0
D14_B003093,0
L16_B003648,0
D5_B003777,0
O5_B003067,0
F14_1001000410,0
G12_1001000292,0
D18_B003648,0
F10_B002573,0
J20_B000862,0
M11_B002078,0
O17_1001000378,0
H15_1001000407,0
F6_B003121,0
M22_B003518,0
M13_B001608,0
E3_B003070,0
G12_1001000407,0
P21_B001556,0
H5_B003187,0
O16_B001470,0
N3_B001795,0
P1_B001474,0
B7_1001000339,0
P7_B001556,0
E2_B002073,0
D18_B003894,0
D4_B003643,0
F9_1001000315,0
C7_B003894,0
K1_B001016,0
M20_1001000410,0
G5_B003048,0
F16_B003070,0
F6_B003125,0
C15_1001000407,0
A2_B001798,0
A4_B003646,0
C12_B000863,0
E10_1001000301,0
C14_B003191,0
L13_B003071,0
F12_B003125,0
J3_B002573,0
O3_B003920,0
N7_B001545,0
L16_B003894,0
F19_B003093,0
B3_B003588,0
N20_B003648,0
I11_B003647,0
B6_B003920,0
K8_B003894,0
P22_B003776,0
I22_B001470,0
C12_B003046,0
G6_B000863,0
D1_B001470,0
D19_B001464,0
E19_1001000408,0
P9_B003518,0
H18_1001000407,0
H14_B003125,0
B12_1001000408,0
A22_B003775,0
K1_B003777,0
I10_1001000410,0
B19_B000262,0
P5_B003528,0
D1_B003191,0
O20_B001475,0
F7_B001474,0
N22_B003191,0
J4_B003113,0
D8_B002572,0
E9_B003577,0
P16_B003523,0
O8_B003132,0
H17_1001000378,0
O13_B003048,0
P14_B003648,0
I19_B000860,0
E20_B000860,0
M7_B003119,0
P22_B003046,0
M16_B003129,0
F14_B000862,0
P13_B003643,0
N7_B003132,0
E21_B003115,0
B19_B003121,0
H16_B003067,0
N2_B003648,0
H11_1001000407,0
F15_B003577,0
L21_B003646,0
F7_B003071,0
F4_B000861,0
C18_B003523,0
F11_1001000327,0
P5_B003191,0
H7_1001000297,0
N15_B001543,0
L5_B000863,0
H6_B003777,0
M6_B000420,0
O3_B001008,0
H10_B003113,0
C7_1001000297,0
C5_1001000298,0
J10_B003527,0
O7_B003528,0
K19_B002572,0
D5_1001000314,0
E8_B003115,0
A20_B002078,0
A18_B003126,0
D19_B003112,0
D22_B003518,0
I10_B003647,0
E5_B003659,0
I20_B003125,0
M17_B000262,0
A20_B003522,0
D21_B003048,0
A8_B002572,0
F21_B003119,0
I22_B000863,0
O5_B003048,0
J21_B003523,0
H8_B003191,0
E7_B001008,0
G4_1001000293,0
F13_B000862,0
P4_B003125,0
G16_B003116,0
P1_B003126,0
C20_B000275,0
L15_B003659,0
A18_B000420,0
N16_B003643,0
D22_B000863,0
C11_B003643,0
D6_B001608,0
A4_B003121,0
H3_1001000297,0
O6_1001000408,0
G17_1001000412,0
A17_B000861,0
N15_B002571,0
E13_B001016,0
I13_B001008,0
H6_B003776,0
A7_B001016,0
M12_B003527,0
F8_B003132,0
E9_B003588,0
H11_1001000317,0
A14_B003777,0
B3_B003648,0
H18_1001000340,0
K13_1001000408,0
F21_B003120,0
A14_1001000409,0
H15_B003132,0
F15_B003518,0
P17_B003097,0
K7_B001016,0
I19_B001545,0
A18_B003046,0
D2_B001799,0
L16_1001000410,0
H13_B003115,0
H22_1001000408,0
I5_B003646,0
A21_B001475,0
P8_B001008,0
I20_B000887,0
O21_B003646,0
K18_1001000412,0
J11_B003646,0
F10_B000863,0
P12_B003097,0
D21_B003659,0
J12_B001475,0
L11_B003646,0
B21_B000862,0
I2_B000420,0
H5_1001000298,0
K22_B001016,0
L21_B000887,0
P16_B001608,0
H6_1001000292,0
I8_B001470,0
I17_B001474,0
A21_1001000366,0
H2_B001556,0
L21_B001016,0
E7_B003070,0
C4_B003643,0
A2_1001000408,0
A8_1001000315,0
E7_B003115,0
H7_1001000294,0
K20_1001000407,0
A11_B000862,0
F10_B003121,0
P2_B003777,0
C9_1001000340,0
M19_B003588,0
M8_B001608,0
D5_B003642,0
P21_B003115,0
A6_B003588,0
I16_B003126,0
I6_B003191,0
I11_B001545,0
H1_B002074,0
D19_1001000365,0
P12_B003920,0
G11_B003577,0
G2_B003777,0
F10_1001000296,0
C8_B003529,0
G21_B002078,0
G3_1001000317,0
P3_B003920,0
P19_B003643,0
C7_B001608,0
I15_B003523,0
L1_B003071,0
E15_B003648,0
I19_B002573,0
P13_B003046,0
L19_B003518,0
B10_B003119,0
M16_B003518,0
H22_B000863,0
O4_B003523,0
G4_B001797,0
F15_B000420,0
O20_B003119,0
I21_B000901,0
M11_B000262,0
E7_B003646,0
C1_B003777,0
J13_1001000410,0
E6_B001617,0
G5_1001000412,0
D6_B003077,0
J5_B003191,0
D14_B000861,0
L15_B003112,0
G22_B002572,0
G20_B003115,0
J21_B000861,0
A6_B003775,0
B5_1001000412,0
A14_B001556,0
J6_B003191,0
E19_B003658,0
O13_B003112,0
J2_B002090,0
O14_B003112,0
J2_B001543,0
D5_B000420,0
H17_B000861,0
E3_1001000410,0
A11_B003777,0
J9_B003523,0
H15_B002074,0
L17_B002074,0
O12_1001000409,0
D3_B003126,0
H15_B002572,0
L19_B000862,0
G19_B003528,0
N16_B003191,0
G20_B000901,0
M12_B001474,0
B4_B003527,0
G19_1001000378,0
L11_B001475,0
H8_B003527,0
K5_B003659,0
H15_B001543,0
I9_B003113,0
E16_B003920,0
L15_1001000408,0
C14_B003132,0
C10_1001000329,0
J14_B002568,0
F15_B002571,0
J3_B003577,0
H15_B003126,0
O3_1001000407,0
H10_B003523,0
E4_1001000298,0
I18_B003894,0
G13_B000573,0
P10_B003071,0
L13_1001000407,0
E14_B001016,0
J16_B000420,0
G8_B003071,0
G22_B003643,0
C12_B003191,0
K19_B001470,0
N17_B003577,0
C22_B001545,0
I12_B003113,0
A6_B003528,0
O21_B000275,0
D18_B003659,0
E11_B003097,0
O4_B003643,0
C19_B003132,0
B2_1001000376,0
O12_B001008,0
I19_B000420,0
B12_B001608,0
E21_B003187,0
M5_B003588,0
F17_B002571,0
K5_B003528,0
C19_B001474,0
B18_B003112,0
L3_B001556,0
N8_B003119,0
E11_1001000408,0
C4_1001000329,0
H18_B002571,0
H4_B003527,0
P18_B003132,0
D22_B003658,0
B1_B003648,0
P13_B003528,0
N15_B003097,0
O11_B003522,0
C22_B001543,0
I7_B003115,0
I22_B003648,0
F18_1001000339,0
M19_B003046,0
E3_1001000293,0
M7_B003523,0
A3_B002090,0
G17_B003776,0
E6_B003115,0
K7_B003115,0
J18_B001543,0
M19_B001470,0
G1_1001000294,0
F16_1001000378,0
M2_B000419,0
G20_B002573,0
I11_B003125,0
M1_1001000410,0
E21_B003129,0
K4_B003113,0
I22_B003522,0
H9_1001000297,0
M7_B001608,0
L20_1001000409,0
A13_B000861,0
C12_1001000315,0
G18_B003659,0
N4_B003115,0
O11_1001000409,0
M1_B000429,0
D5_B001470,0
K22_1001000408,0
M6_1001000408,0
I18_B001008,0
B1_B003120,0
M21_B002572,0
O7_B003116,0
K22_B001545,0
L17_B001008,0
L9_B003120,0
M21_B002571,0
B5_1001000296,0
O13_B003920,0
I14_B003191,0
N22_B003529,0
H12_B001008,0
H7_B002074,0
P2_B003775,0
D10_B003112,0
P10_B003647,0
P4_B001795,0
H18_B003117,0
B9_B002073,0
D8_B002097,0
K3_1001000407,0
P7_B003116,0
J17_B001556,0
O12_B003129,0
I19_B003776,0
B21_B003920,0
F4_B003132,0
F12_1001000317,0
D14_B003113,0
I20_B003093,0
F1_B000862,0
K2_B000419,0
B1_B003529,0
C4_B003121,0
C2_B003067,0
N13_B002572,0
D3_B001016,0
P5_B001799,0
G7_B003529,0
P4_B003588,0
B18_B003920,0
D7_B003642,0
P14_B003129,0
H17_B001470,0
E21_B001008,0
G17_B001474,0
G10_B003048,0
N14_B003125,0
I18_B003642,0
I1_B003648,0
G3_B002078,0
A17_B001470,0
O9_B001470,0
C7_B001470,0
L2_B003528,0
O18_B003529,0
D13_B003120,0
O7_B001543,0
P22_B000419,0
F22_B003132,0
J16_B003920,0
C12_B003577,0
A9_1001000412,0
N19_1001000412,0
I8_B003527,0
F7_1001000296,0
J15_B003527,0
P1_B003187,0
N4_B003132,0
I19_B003642,0
J6_B003777,0
I16_B003132,0
K12_B003048,0
G14_B001545,0
E15_B003129,0
E13_B003775,0
H12_B000901,0
O11_1001000410,0
E16_B003529,0
D21_B001543,0
M6_B003126,0
K7_B003117,0
B3_B003048,0
H3_B003187,0
N17_1001000409,0
L7_B003112,0
E13_B003125,0
O20_B000863,0
H17_B003097,0
C2_B000430,0
N5_B002571,0
M20_B001464,0
N11_B001008,0
K13_B003523,0
D15_B003659,0
F22_B003097,0
H17_B003120,0
J12_1001000412,0
E3_B001556,0
C6_B003648,0
K22_B002074,0
A20_B003097,0
N14_B003048,0
P11_B003777,0
G4_B000863,0
N6_B003643,0
C4_B003647,0
H19_B003646,0
M19_B003115,0
B8_B003132,0
G21_B003117,0
M14_B003093,0
I9_B003129,0
J8_B003648,0
N11_B003522,0
H3_B000419,0
H2_B003187,0
O20_B003522,0
B3_1001000298,0
O1_B001617,0
M17_B003126,0
C14_B002571,0
L15_B002090,0
L1_B003523,0
N13_B003097,0
I13_B003126,0
A3_B003642,0
D15_B003113,0
N18_B001608,0
B16_B003776,0
L17_B003648,0
P14_B003191,0
A13_B002571,0
L4_B003527,0
M14_B003067,0
G14_B003577,0
E21_B002571,0
N14_B001545,0
A19_B003112,0
B18_B003577,0
E17_B003528,0
C22_1001000412,0
P1_B001795,0
J15_B001474,0
I6_B002572,0
J9_B003120,0
P1_B002097,0
K21_B003097,0
L20_B000274,0
J9_B003643,0
P12_1001000412,0
L15_B001470,0
A7_B003071,0
F9_1001000295,0
M21_B003070,0
D13_B001545,0
C3_B003529,0
L1_B003894,0
B18_B001608,0
C14_B003527,0
L8_B003588,0
M19_B003643,0
P9_B003577,0
P16_B003067,0
B7_B003577,0
D13_B003191,0
J3_B003191,0
M9_B001545,0
E3_B003527,0
B5_B003126,0
B6_1001000302,0
J16_B003776,0
G9_B001008,0
D6_1001000408,0
E3_B003777,0
A21_B003121,0
C5_B001795,0
A7_B003187,0
N3_B003071,0
J17_B003132,0
L6_B003643,0
E4_B003113,0
O4_B002097,0
E8_B003119,0
L15_B003775,0
M6_1001000410,0
D12_B003048,0
A3_1001000297,0
M2_B001474,0
L17_B003097,0
D16_B002078,0
L17_1001000409,0
N4_1001000412,0
N9_B001474,0
C17_B003775,0
D11_B003527,0
M18_B003775,0
J20_B001608,0
C8_B003067,0
B8_B003121,0
E1_B003191,0
B8_1001000327,0
I10_B003121,0
F4_1001000362,0
N12_B003588,0
K19_B002073,0
A38_1001000000,0
G4_B000860,0
A19_B003776,0
I5_B003121,0
A4_1001000362,0
J6_B003643,0
M8_B003776,0
B18_B001543,0
K19_B003129,0
B13_B002573,0
B2_B003120,0
M22_B002571,0
M13_B003776,0
L21_B002090,0
M8_B000420,0
K16_B003093,0
P10_1001000409,0
M9_B002073,0
D21_B003518,0
H22_B003132,0
L20_B001470,0
N9_1001000407,0
A3_1001000409,0
G14_B003647,0
I9_B003070,0
F4_1001000292,0
I21_B003659,0
P22_B003120,0
G21_B000883,0
D11_B001545,0
O20_1001000410,0
C6_B003115,0
J14_B003129,0
I8_B003067,0
P17_B003129,0
K16_B003132,0
E18_B003093,0
C2_1001000412,0
M21_B003049,0
I10_B003523,0
I4_B003920,0
P13_B002573,0
N19_B003116,0
P11_1001000407,0
P19_B003071,0
K15_B000420,0
G1_B000420,0
G4_B003048,0
I8_B002573,0
M12_B003113,0
H1_B002073,0
F4_B003117,0
E20_B003046,0
C15_B000860,0
N7_1001000340,0
K2_B003048,0
G9_B001543,0
O1_1001000376,0
L4_B003529,0
K22_B003659,0
A13_B003522,0
G13_1001000408,0
M13_B003588,0
C22_B003518,0
P8_B000281,0
D4_B003115,0
M5_B003775,0
G11_B003659,0
F18_B003518,0
A15_B001470,0
L10_B001556,0
K22_B003528,0
G1_1001000409,0
L11_1001000408,0
O8_B003071,0
F10_1001000407,0
C18_B003776,0
H19_B003648,0
P17_B003120,0
F1_B002572,0
A18_B003528,0
P5_B003132,0
H7_B002078,0
P9_B003646,0
F20_B001464,0
A9_B003647,0
I18_B001016,0
O13_1001000407,0
B22_1001000339,0
C14_B003116,0
C19_B002078,0
G17_B001470,0
J20_B002078,0
C8_B003129,0
E11_1001000299,0
C9_B003120,0
A6_1001000377,0
P14_B001470,0
H4_B001795,0
P11_B003126,0
E16_B002572,0
D17_B001556,0
F19_B003522,0
B15_B003067,0
A5_B003894,0
H5_B001545,0
J11_B003126,0
P1_B000281,0
P7_B000861,0
P19_B002573,0
C18_B003527,0
J16_1001000407,0
C11_1001000412,0
K19_B003112,0
A18_B002573,0
J11_B003067,0
F21_B000275,0
E7_B003658,0
O1_B001474,0
L11_B003777,0
O4_B001464,0
I13_B003528,0
G20_B003126,0
J12_B001008,0
O10_B003518,0
M18_B003659,0
N17_1001000410,0
F9_1001000292,0
D22_B001475,0
A4_B000862,0
E15_B003125,0
F7_B001543,0
I9_B003093,0
L13_B003097,0
D10_B000275,0
H14_B003643,0
G20_B003777,0
C14_B003067,0
H18_B003894,0
F11_B000862,0
D4_B003920,0
G12_B003529,0
D7_B001008,0
P7_B000569,0
A14_B001464,0
C17_B003654,0
E10_1001000407,0
L12_B003894,0
O9_B003518,0
D19_1001000409,0
I10_B001556,0
G9_B003528,0
E22_B001008,0
M2_B003125,0
M1_B003920,0
A19_1001000412,0
H17_B003577,0
I20_B003529,0
C16_B003115,0
H22_B000861,0
F18_B003187,0
C1_1001000409,0
N11_1001000409,0
B8_B003528,0
P3_B001464,0
B19_B003920,0
D16_B003126,0
O3_B003070,0
I14_B003120,0
J19_B001016,0
M10_B003048,0
I16_B003046,0
K5_B002571,0
J3_B003648,0
A16_B001016,0
N6_B000575,0
P14_B002573,0
H19_1001000409,0
K4_B003775,0
D11_B003132,0
I1_B001798,0
J7_B003648,0
I19_1001000412,0
D6_B001016,0
C3_B003117,0
C16_B001464,0
C6_B002097,0
O5_B003132,0
N4_B003117,0
A4_B003187,0
N20_B000861,0
K21_B003119,0
C6_1001000329,0
B9_1001000412,0
P14_B001475,0
I18_B003777,0
G20_B003117,0
E12_B003643,0
F16_B003191,0
D14_B003116,0
L12_B003048,0
D2_B003116,0
P1_B003656,0
H4_B001556,0
F12_B003775,0
K13_B003097,0
D16_B003776,0
L3_B000863,0
D19_B003529,0
L16_B003522,0
F7_1001000329,0
I2_B002073,0
E19_B003120,0
M12_B000862,0
K14_B003046,0
F20_B000887,0
A8_B003126,0
D1_B002078,0
F10_1001000410,0
N6_B001016,0
M4_B003646,0
K6_1001000340,0
G19_B001475,0
B3_B001798,0
J18_B003187,0
M21_B003129,0
P14_B001545,0
H21_B000887,0
B4_B003528,0
G9_B002572,0
J15_B003191,0
G1_1001000407,0
D7_1001000299,0
K9_B003113,0
E5_B003775,0
A4_1001000411,0
B16_B003777,0
I5_B000863,0
O11_B003920,0
I9_B002078,0
J18_B000420,0
F19_B000861,0
P20_B001543,0
G2_1001000410,0
C22_B000860,0
E5_B003113,0
M14_B003529,0
F17_B000861,0
N14_B001556,0
L19_B003894,0
C4_B002078,0
L6_B003777,0
E18_B003527,0
A17_1001000412,0
H16_B002078,0
F17_B003115,0
H3_B003785,0
L18_B001608,0
A20_B000275,0
D9_B003121,0
I1_B002097,0
O20_B001008,0
G2_B003187,0
O19_1001000412,0
N21_1001000408,0
B22_B000861,0
A36_1001000000,0
D8_B003522,0
M12_1001000409,0
A19_B001470,0
J6_B001475,0
P2_B002090,0
P17_B003920,0
H19_1001000407,0
G17_B003894,0
J13_B002571,0
B7_B003642,0
D19_B003518,0
L20_B003528,0
A3_B003577,0
A11_B000860,0
E11_B001008,0
I17_B003097,0
K15_B003777,0
P12_B001464,0
N21_B003071,0
F14_B003529,0
I1_B003776,0
D1_B003528,0
K11_B003529,0
P14_B003115,0
A9_B003115,0
H14_B001543,0
E8_B002097,0
A17_B001016,0
A20_B000883,0
A15_1001000412,0
B1_1001000409,0
K20_B003187,0
B7_B003528,0
O4_B002572,0
N8_B003132,0
F7_B002572,0
M13_B003070,0
M15_1001000407,0
G14_B001474,0
G12_B003648,0
F12_B003116,0
N15_B003126,0
N21_B003191,0
K8_B003775,0
N6_B001008,0
G8_B001474,0
J6_B003126,0
L5_B003112,0
O5_B003070,0
D15_B003648,0
N14_B003523,0
O4_B001556,0
G9_1001000294,0
J7_1001000407,0
H11_1001000340,0
C12_B003071,0
P10_B003067,0
H1_B000430,0
G5_B002097,0
C5_B001617,0
D11_B003647,0
G9_1001000297,0
C10_B001607,0
I3_1001000376,0
O23_1001000377,0
A7_B003522,0
G19_B003777,0
I5_B003132,0
F8_B000420,0
I19_B003129,0
A13_B003067,0
G10_1001000412,0
D20_B003518,0
C7_1001000298,0
H11_B003894,0
B20_B001474,0
D19_B003659,0
D11_B003113,0
G16_B001545,0
J7_B002097,0
J3_B003527,0
M4_B003191,0
L9_B003518,0
F8_B003527,0
M19_1001000412,0
G16_B002078,0
H13_B001543,0
A11_B003121,0
B13_B001608,0
F17_B003048,0
J21_B001464,0
H9_B003648,0
N2_B002572,0
E20_B000901,0
P22_B000863,0
D1_B001798,0
P22_B003112,0
B22_B000420,0
I14_B003097,0
H20_B000861,0
J17_B003120,0
B5_1001000298,0
C10_B000274,0
B15_B000863,0
J1_B002571,0
E5_B000863,0
F18_B003775,0
E3_B001798,0
D8_B001474,0
C15_B003643,0
H20_B001543,0
O19_B003648,0
P16_1001000407,0
M15_B000862,0
J6_B003067,0
N8_B003894,0
F20_1001000378,0
P15_B002074,0
G18_B003776,0
K14_B003125,0
F10_B003113,0
N18_B001016,0
M10_1001000412,0
O20_B002571,0
H10_1001000293,0
G8_B003527,0
G19_B003518,0
F6_B003648,0
O15_B003522,0
H9_B002074,0
K22_B003120,0
B21_B003191,0
A22_B002097,0
N10_B003646,0
N8_B003775,0
I17_B003120,0
M9_B003048,0
J16_B002078,0
J22_B003048,0
H4_1001000294,0
M19_B003523,0
O16_B003126,0
J20_B001464,0
M11_B001474,0
F19_B003078,0
F15_B001016,0
N21_B003522,0
B20_B003126,0
I11_B000860,0
J3_B003518,0
H11_B003920,0
J2_1001000408,0
L7_B001543,0
M21_B003920,0
D17_B002573,0
M11_B003125,0
M7_B002073,0
P21_1001000408,0
L8_B002572,0
E5_1001000407,0
A5_B003648,0
G4_B003648,0
I3_B003523,0
A33_1001000000,0
K12_1001000412,0
C11_B003647,0
A13_B003529,0
O19_B003112,0
G7_B001470,0
A7_1001000293,0
E9_B003894,0
A57_1001000000,0
L6_B000569,0
G19_B003658,0
J6_B003125,0
L16_1001000339,0
P17_B003776,0
H19_B003097,0
J1_B003132,0
G21_B001475,0
K10_1001000410,0
E1_B002097,0
A16_B003518,0
O21_B003588,0
C3_B003132,0
E22_B001474,0
J9_B003777,0
B11_B003776,0
M7_B003527,0
C10_B001475,0
E3_B002097,0
B21_B001475,0
L22_B003126,0
G7_B003129,0
C11_B003920,0
J6_B001470,0
B11_B000861,0
C1_B001008,0
H21_B002078,0
A21_B003067,0
B2_1001000412,0
N5_B001545,0
I15_B001608,0
G16_B003067,0
B19_B003523,0
J9_1001000407,0
P16_B003920,0
H18_B000575,0
M2_B003191,0
K13_1001000339,0
H8_B003125,0
J20_1001000412,0
L22_B003129,0
K16_B001470,0
H17_B003119,0
H17_B003115,0
J6_1001000340,0
P13_B003527,0
M19_B003070,0
F1_1001000297,0
D20_B003067,0
E12_B003129,0
H5_B002078,0
E16_B003116,0
L11_B001016,0
B13_B003528,0
H12_B003920,0
C14_B002074,0
N4_1001000407,0
B7_B001617,0
D13_B003528,0
B18_B003097,0
F12_B003528,0
O18_B002572,0
M12_1001000408,0
N22_B000274,0
F8_B003121,0
C20_B001543,0
C10_B003129,0
A2_B001797,0
O1_B000280,0
D1_B003647,0
N14_B003588,0
F9_1001000299,0
J2_B003129,0
A16_B000860,0
M15_B003097,0
B6_1001000297,0
H8_B003529,0
I15_B003659,0
L11_B003126,0
H21_B003518,0
D16_1001000409,0
J18_B001008,0
A5_B003129,0
E2_B000863,0
H22_B002571,0
I11_B002573,0
C2_B003523,0
H3_1001000412,0
J21_B000274,0
M3_B001008,0
O15_B003129,0
O22_B003643,0
B3_B001608,0
L22_B003777,0
O17_B003048,0
I17_B001608,0
F11_B002573,0
F2_B003191,0
L20_B003093,0
I7_B003126,0
A9_B003191,0
B1_1001000407,0
B8_B002073,0
D11_1001000298,0
L2_B003119,0
B6_1001000329,0
K20_B003646,0
N9_B003117,0
O21_B001543,0
I1_B001016,0
L13_B003577,0
F2_B002073,0
H6_B001608,0
P17_1001000340,0
B22_B003093,0
P20_B003125,0
H15_B003648,0
K8_B001008,0
E10_10001000325,0
B2_B003646,0
B2_B003776,0
F19_B003646,0
D1_B001797,0
E11_B000862,0
C16_1001000377,0
B5_B001545,0
N16_B001470,0
G2_1001000293,0
I6_B003775,0
B21_B003121,0
O14_B003588,0
E2_B003648,0
F10_1001000295,0
O4_B003920,0
F11_B003528,0
J20_B003112,0
J11_B002568,0
C12_1001000407,0
G14_B003126,0
K21_B003112,0
P14_1001000410,0
D4_B003071,0
H4_B000862,0
L4_B003067,0
B12_B003643,0
L20_B003187,0
K14_B002097,0
N18_1001000339,0
D9_B000863,0
L18_B001008,0
J1_B003129,0
N16_B003528,0
M4_B003577,0
L8_B003529,0
D13_B002572,0
A58_1001000000,0
B4_B001797,0
K5_B001008,0
G10_B003126,0
J22_B003046,0
J8_B002573,0
E15_B003121,0
M2_B003070,0
C5_B000862,0
B16_B001008,0
O4_B003777,0
F11_B003646,0
L21_B003120,0
D9_1001000327,0
G2_B001464,0
N5_B003776,0
G6_1001000301,0
O21_B003187,0
O21_B003776,0
B3_B001617,0
O14_B003643,0
B1_B003191,0
O6_B001016,0
P19_B003126,0
K16_1001000339,0
M18_B000863,0
L9_B003646,0
J19_B003070,0
H4_1001000376,0
J14_B001016,0
A4_B003116,0
A5_1001000365,0
C10_B002572,0
D3_B003187,0
B9_1001000407,0
G12_B003113,0
F14_1001000412,0
L19_1001000408,0
D5_B003187,0
F7_B001475,0
E19_B003187,0
H19_B003472,0
I16_B003518,0
G15_B003588,0
M11_B003588,0
E18_B002074,0
M10_B003523,0
M20_1001000408,0
J21_B001545,0
L7_B003191,0
P3_B001608,0
G5_B003777,0
K14_B003119,0
H15_B003112,0
P5_B001608,0
A14_1001000408,0
H6_B001475,0
O7_B003191,0
A7_B001556,0
K20_B003125,0
F13_B003112,0
M13_B003920,0
D3_B003117,0
N9_B003777,0
D21_B000901,0
O21_B001475,0
L7_1001000409,0
M17_B003648,0
N14_B003659,0
I7_1001000412,0
M22_B000887,0
J19_B003097,0
I2_B003894,0
A17_B003894,0
K22_B000863,0
E18_B002571,0
G1_1001000295,0
N18_B003894,0
A17_B001475,0
M1_B003646,0
H7_1001000410,0
D1_1001000295,0
G16_B003776,0
M12_B000262,0
N11_B003071,0
E8_B003654,0
G15_B002073,0
L20_B003046,0
E16_B000863,0
I7_B003119,0
A12_B003776,0
P14_B003522,0
D2_B003529,0
N22_B003518,0
J20_B002074,0
C18_B003126,0
D1_B001625,0
H21_B001556,0
I10_B001008,0
E10_B003522,0
I3_B002097,0
P8_B003658,0
A8_B003527,0
J14_B003659,0
J11_B003894,0
K10_B001474,0
L17_B003129,0
L7_1001000340,0
F5_B000279,0
G4_B003528,0
P5_B001797,0
C15_B003126,0
D9_1001000412,0
B18_B002573,0
L10_B002495,0
O8_B001475,0
M6_B003523,0
A21_B003191,0
I19_B003121,0
I16_B001545,0
E11_B003588,0
L2_1001000409,0
I18_B002078,0
L7_B000862,0
N20_B003647,0
G10_B003527,0
B15_B001608,0
J10_B002573,0
F3_B001008,0
I6_B001475,0
C17_B003528,0
N16_B001474,0
L5_B002572,0
K4_1001000412,0
A6_B001016,0
K20_B003097,0
O1_B003785,0
L2_B003187,0
D8_1001000296,0
C6_1001000412,0
B11_1001000297,0
K13_B000862,0
N18_B001475,0
L21_B003529,0
M1_B003528,0
M2_B003775,0
L17_B003658,0
B17_B002073,0
E8_B003527,0
O20_B003126,0
G4_B000861,0
